Parent Title 2017,Hierarchy Level 2017,Parent Title 2018,Hierarchy Level 2018,Child Title 2017,Child Title 2018,Child Hierarchy Level 2017,Child Hierarchy Level 2018,Semantic Similarity Score
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter C—Deductions,Subchapter B —Transfers,3.Subchapter,3.Subchapter,0.86134803
CHAPTER 12—GIFT TAX,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter C—Deductions,Subchapter C —Deductions,3.Subchapter,3.Subchapter,1.0
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter A—Limitations on Assessment and   Collection,Subchapter A —Determination of Tax Liability,3.Subchapter,3.Subchapter,0.8397175
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter A—Limitations on Assessment and   Collection,Subchapter B —Transfers,3.Subchapter,3.Subchapter,0.76717734
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter A—Limitations on Assessment and   Collection,Subchapter C —Deductions,3.Subchapter,3.Subchapter,0.78798765
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter B—Limitations on Credit or   Refund,Subchapter A —Determination of Tax Liability,3.Subchapter,3.Subchapter,0.7841834
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter B—Limitations on Credit or   Refund,Subchapter B —Transfers,3.Subchapter,3.Subchapter,0.76744366
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter B—Limitations on Credit or   Refund,Subchapter C —Deductions,3.Subchapter,3.Subchapter,0.73982114
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter C—Mitigation of Effect of Period of   Limitations,Subchapter A —Determination of Tax Liability,3.Subchapter,3.Subchapter,0.8241409
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter C—Mitigation of Effect of Period of   Limitations,Subchapter B —Transfers,3.Subchapter,3.Subchapter,0.7605792
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter C—Mitigation of Effect of Period of   Limitations,Subchapter C —Deductions,3.Subchapter,3.Subchapter,0.85559064
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter D—Periods of Limitation in   Judicial Proceedings,Subchapter A —Determination of Tax Liability,3.Subchapter,3.Subchapter,0.80359733
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter D—Periods of Limitation in   Judicial Proceedings,Subchapter B —Transfers,3.Subchapter,3.Subchapter,0.7299106
CHAPTER 66—LIMITATIONS,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter D—Periods of Limitation in   Judicial Proceedings,Subchapter C —Deductions,3.Subchapter,3.Subchapter,0.7842319
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter A—Interest on Underpayments,Subchapter A —Determination of Tax Liability,3.Subchapter,3.Subchapter,0.8922753
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter A—Interest on Underpayments,Subchapter B —Transfers,3.Subchapter,3.Subchapter,0.83494186
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter A—Interest on Underpayments,Subchapter C —Deductions,3.Subchapter,3.Subchapter,0.86805236
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter B—Interest on Overpayments,Subchapter A —Determination of Tax Liability,3.Subchapter,3.Subchapter,0.86299324
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter B—Interest on Overpayments,Subchapter B —Transfers,3.Subchapter,3.Subchapter,0.889755
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter B—Interest on Overpayments,Subchapter C —Deductions,3.Subchapter,3.Subchapter,0.8639429
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter C—Determination of Interest Rate;   Compounding of Interest,Subchapter A —Determination of Tax Liability,3.Subchapter,3.Subchapter,0.8651223
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter C—Determination of Interest Rate;   Compounding of Interest,Subchapter B —Transfers,3.Subchapter,3.Subchapter,0.7406043
CHAPTER 67—INTEREST,2.Chapter,CHAPTER 12—GIFT TAX,2.Chapter,Subchapter C—Determination of Interest Rate;   Compounding of Interest,Subchapter C —Deductions,3.Subchapter,3.Subchapter,0.84449124
CHAPTER 21—FEDERAL INSURANCE   CONTRIBUTIONS ACT,2.Chapter,CHAPTER 21—FEDERAL INSURANCE CONTRIBUTIONS ACT,2.Chapter,Subchapter A—Tax on Employees,Subchapter A —Tax on Employees,3.Subchapter,3.Subchapter,1.0000001
CHAPTER 21—FEDERAL INSURANCE   CONTRIBUTIONS ACT,2.Chapter,CHAPTER 21—FEDERAL INSURANCE CONTRIBUTIONS ACT,2.Chapter,Subchapter A—Tax on Employees,Subchapter B —Tax on Employers,3.Subchapter,3.Subchapter,0.92929304
CHAPTER 21—FEDERAL INSURANCE   CONTRIBUTIONS ACT,2.Chapter,CHAPTER 21—FEDERAL INSURANCE CONTRIBUTIONS ACT,2.Chapter,Subchapter A—Tax on Employees,Subchapter C —General Provisions,3.Subchapter,3.Subchapter,0.7776883
CHAPTER 21—FEDERAL INSURANCE   CONTRIBUTIONS ACT,2.Chapter,CHAPTER 21—FEDERAL INSURANCE CONTRIBUTIONS ACT,2.Chapter,Subchapter B—Tax on Employers,Subchapter A —Tax on Employees,3.Subchapter,3.Subchapter,0.92929304
CHAPTER 21—FEDERAL INSURANCE   CONTRIBUTIONS ACT,2.Chapter,CHAPTER 21—FEDERAL INSURANCE CONTRIBUTIONS ACT,2.Chapter,Subchapter B—Tax on Employers,Subchapter B —Tax on Employers,3.Subchapter,3.Subchapter,0.99999976
CHAPTER 21—FEDERAL INSURANCE   CONTRIBUTIONS ACT,2.Chapter,CHAPTER 21—FEDERAL INSURANCE CONTRIBUTIONS ACT,2.Chapter,Subchapter B—Tax on Employers,Subchapter C —General Provisions,3.Subchapter,3.Subchapter,0.78142977
CHAPTER 21—FEDERAL INSURANCE   CONTRIBUTIONS ACT,2.Chapter,CHAPTER 21—FEDERAL INSURANCE CONTRIBUTIONS ACT,2.Chapter,Subchapter C—General Provisions,Subchapter A —Tax on Employees,3.Subchapter,3.Subchapter,0.7776883
CHAPTER 21—FEDERAL INSURANCE   CONTRIBUTIONS ACT,2.Chapter,CHAPTER 21—FEDERAL INSURANCE CONTRIBUTIONS ACT,2.Chapter,Subchapter C—General Provisions,Subchapter B —Tax on Employers,3.Subchapter,3.Subchapter,0.78142977
CHAPTER 21—FEDERAL INSURANCE   CONTRIBUTIONS ACT,2.Chapter,CHAPTER 21—FEDERAL INSURANCE CONTRIBUTIONS ACT,2.Chapter,Subchapter C—General Provisions,Subchapter C —General Provisions,3.Subchapter,3.Subchapter,1.0000002
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter A—Tax on Employees,Subchapter B —Tax on Employee Representatives,3.Subchapter,3.Subchapter,0.91483986
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter A—Tax on Employees,Subchapter C —Tax on Employers,3.Subchapter,3.Subchapter,0.92942077
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter A—Tax on Employees,Subchapter D —General Provisions,3.Subchapter,3.Subchapter,0.7727123
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter A—Tax on Employees,Subchapter E —Tier 2 Tax Rate Determination,3.Subchapter,3.Subchapter,0.8014746
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter B—Tax on Employee   Representatives,Subchapter B —Tax on Employee Representatives,3.Subchapter,3.Subchapter,0.9999999
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter B—Tax on Employee   Representatives,Subchapter C —Tax on Employers,3.Subchapter,3.Subchapter,0.9065346
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter B—Tax on Employee   Representatives,Subchapter D —General Provisions,3.Subchapter,3.Subchapter,0.7565732
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter B—Tax on Employee   Representatives,Subchapter E —Tier 2 Tax Rate Determination,3.Subchapter,3.Subchapter,0.7812692
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter C—Tax on Employers,Subchapter B —Tax on Employee Representatives,3.Subchapter,3.Subchapter,0.9065346
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter C—Tax on Employers,Subchapter C —Tax on Employers,3.Subchapter,3.Subchapter,1.0
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter C—Tax on Employers,Subchapter D —General Provisions,3.Subchapter,3.Subchapter,0.7921696
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter C—Tax on Employers,Subchapter E —Tier 2 Tax Rate Determination,3.Subchapter,3.Subchapter,0.80666995
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter D—General Provisions,Subchapter B —Tax on Employee Representatives,3.Subchapter,3.Subchapter,0.7565732
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter D—General Provisions,Subchapter C —Tax on Employers,3.Subchapter,3.Subchapter,0.7921696
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter D—General Provisions,Subchapter D —General Provisions,3.Subchapter,3.Subchapter,1.0
CHAPTER 22—RAILROAD RETIREMENT TAX   ACT,2.Chapter,CHAPTER 22—RAILROAD RETIREMENT TAX ACT,2.Chapter,Subchapter D—General Provisions,Subchapter E —Tier 2 Tax Rate Determination,3.Subchapter,3.Subchapter,0.741076
CHAPTER 24—COLLECTION OF INCOME TAX   AT SOURCE ON WAGES,2.Chapter,CHAPTER 24—COLLECTION OF INCOME TAX AT SOURCE ON WAGES,2.Chapter,Subchapter A—Withholding From,"Subchapter A —
Withholding From W ages"" is added. Section 102(a), (b) of Pub. L. 98 –67, title I, Aug. 5,",3.Subchapter,3.Subchapter,0.7687374
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter A—Repealed],Subchapter A —Automotive and Related Items,3.Subchapter,3.Subchapter,0.7879821
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter A—Repealed],Subchapter B —Coal,3.Subchapter,3.Subchapter,0.80408096
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter A—Repealed],Subchapter C —Certain Vaccines,3.Subchapter,3.Subchapter,0.80068755
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter A—Repealed],Subchapter D —Recreational Equipment,3.Subchapter,3.Subchapter,0.7952916
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter A—Repealed],Subchapter E —Medical Devices,3.Subchapter,3.Subchapter,0.7699199
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter A—Repealed],Subchapter F —Special Provisions Applicable to Manufacturers Tax,3.Subchapter,3.Subchapter,0.6944159
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter A—Repealed],"Subchapter G —Exemptions, Registration, Etc.",3.Subchapter,3.Subchapter,0.75625604
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter B—Special Fuels,Subchapter A —Automotive and Related Items,3.Subchapter,3.Subchapter,0.7819801
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter B—Special Fuels,Subchapter B —Coal,3.Subchapter,3.Subchapter,0.9097491
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter B—Special Fuels,Subchapter C —Certain Vaccines,3.Subchapter,3.Subchapter,0.829317
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter B—Special Fuels,Subchapter D —Recreational Equipment,3.Subchapter,3.Subchapter,0.8155253
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter B—Special Fuels,Subchapter E —Medical Devices,3.Subchapter,3.Subchapter,0.78597593
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter B—Special Fuels,Subchapter F —Special Provisions Applicable to Manufacturers Tax,3.Subchapter,3.Subchapter,0.7824056
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter B—Special Fuels,"Subchapter G —Exemptions, Registration, Etc.",3.Subchapter,3.Subchapter,0.74939513
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter C—Heavy Trucks and Trailers,Subchapter A —Automotive and Related Items,3.Subchapter,3.Subchapter,0.8054348
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter C—Heavy Trucks and Trailers,Subchapter B —Coal,3.Subchapter,3.Subchapter,0.7937913
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter C—Heavy Trucks and Trailers,Subchapter C —Certain Vaccines,3.Subchapter,3.Subchapter,0.8108053
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter C—Heavy Trucks and Trailers,Subchapter D —Recreational Equipment,3.Subchapter,3.Subchapter,0.8104488
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter C—Heavy Trucks and Trailers,Subchapter E —Medical Devices,3.Subchapter,3.Subchapter,0.78247726
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter C—Heavy Trucks and Trailers,Subchapter F —Special Provisions Applicable to Manufacturers Tax,3.Subchapter,3.Subchapter,0.70235956
CHAPTER 31—RETAIL EXCISE TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter C—Heavy Trucks and Trailers,"Subchapter G —Exemptions, Registration, Etc.",3.Subchapter,3.Subchapter,0.7160999
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter A—Automotive and Related Items,Subchapter A —Automotive and Related Items,3.Subchapter,3.Subchapter,1.0000001
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter A—Automotive and Related Items,Subchapter B —Coal,3.Subchapter,3.Subchapter,0.7419816
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter A—Automotive and Related Items,Subchapter C —Certain Vaccines,3.Subchapter,3.Subchapter,0.75483555
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter A—Automotive and Related Items,Subchapter D —Recreational Equipment,3.Subchapter,3.Subchapter,0.79241455
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter A—Automotive and Related Items,Subchapter E —Medical Devices,3.Subchapter,3.Subchapter,0.79810864
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter A—Automotive and Related Items,Subchapter F —Special Provisions Applicable to Manufacturers Tax,3.Subchapter,3.Subchapter,0.7155493
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter A—Automotive and Related Items,"Subchapter G —Exemptions, Registration, Etc.",3.Subchapter,3.Subchapter,0.6999943
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter B—Coal,Subchapter A —Automotive and Related Items,3.Subchapter,3.Subchapter,0.7419816
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter B—Coal,Subchapter B —Coal,3.Subchapter,3.Subchapter,0.99999994
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter B—Coal,Subchapter C —Certain Vaccines,3.Subchapter,3.Subchapter,0.8132845
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter B—Coal,Subchapter D —Recreational Equipment,3.Subchapter,3.Subchapter,0.79334044
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter B—Coal,Subchapter E —Medical Devices,3.Subchapter,3.Subchapter,0.76114625
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter B—Coal,Subchapter F —Special Provisions Applicable to Manufacturers Tax,3.Subchapter,3.Subchapter,0.6899822
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter B—Coal,"Subchapter G —Exemptions, Registration, Etc.",3.Subchapter,3.Subchapter,0.7265623
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter C—Certain Vaccines,Subchapter A —Automotive and Related Items,3.Subchapter,3.Subchapter,0.75483555
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter C—Certain Vaccines,Subchapter B —Coal,3.Subchapter,3.Subchapter,0.8132845
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter C—Certain Vaccines,Subchapter C —Certain Vaccines,3.Subchapter,3.Subchapter,1.0
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter C—Certain Vaccines,Subchapter D —Recreational Equipment,3.Subchapter,3.Subchapter,0.8170141
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter C—Certain Vaccines,Subchapter E —Medical Devices,3.Subchapter,3.Subchapter,0.8162776
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter C—Certain Vaccines,Subchapter F —Special Provisions Applicable to Manufacturers Tax,3.Subchapter,3.Subchapter,0.7579242
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter C—Certain Vaccines,"Subchapter G —Exemptions, Registration, Etc.",3.Subchapter,3.Subchapter,0.76696885
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter D—Recreational Equipment,Subchapter A —Automotive and Related Items,3.Subchapter,3.Subchapter,0.79241455
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter D—Recreational Equipment,Subchapter B —Coal,3.Subchapter,3.Subchapter,0.79334044
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter D—Recreational Equipment,Subchapter C —Certain Vaccines,3.Subchapter,3.Subchapter,0.8170141
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter D—Recreational Equipment,Subchapter D —Recreational Equipment,3.Subchapter,3.Subchapter,1.0
CHAPTER 32—MANUFACTURERS EXCISE   TAXES,2.Chapter,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,Subchapter D—Recreational Equipment,Subchapter E —Medical Devices,3.Subchapter,3.Subchapter,0.86423546
